date,date_id,year,month,quarter
2013-06-18,874,2013,6,2
2013-06-19,875,2013,6,2
2013-06-20,876,2013,6,2
2013-06-21,877,2013,6,2
2013-06-22,878,2013,6,2
2013-06-23,879,2013,6,2
2013-06-24,880,2013,6,2
2013-06-25,881,2013,6,2
2013-06-26,882,2013,6,2
2013-06-27,883,2013,6,2
2013-06-28,884,2013,6,2
2013-06-29,885,2013,6,2
2013-06-30,886,2013,6,2
2013-07-01,887,2013,7,3
2013-07-02,888,2013,7,3
2013-07-03,889,2013,7,3
2013-07-04,890,2013,7,3
2013-07-05,891,2013,7,3
2013-07-06,892,2013,7,3
2013-07-07,893,2013,7,3
2013-07-08,894,2013,7,3
2013-07-09,895,2013,7,3
2013-07-10,896,2013,7,3
2013-07-11,897,2013,7,3
2013-07-12,898,2013,7,3
2013-07-13,899,2013,7,3
2013-07-14,900,2013,7,3
2013-07-15,901,2013,7,3
2013-07-16,902,2013,7,3
2013-07-17,903,2013,7,3
2013-07-18,904,2013,7,3
2013-07-19,905,2013,7,3
2013-07-20,906,2013,7,3
2013-07-21,907,2013,7,3
2013-07-22,908,2013,7,3
2013-07-23,909,2013,7,3
2013-07-24,910,2013,7,3
2013-07-25,911,2013,7,3
2013-07-26,912,2013,7,3
2013-07-27,913,2013,7,3
2013-07-28,914,2013,7,3
2013-07-29,915,2013,7,3
2013-07-30,916,2013,7,3
2013-07-31,917,2013,7,3
2013-08-01,918,2013,8,3
2013-08-02,919,2013,8,3
2013-08-03,920,2013,8,3
2013-08-04,921,2013,8,3
2013-08-05,922,2013,8,3
2013-08-06,923,2013,8,3
2013-08-07,924,2013,8,3
2013-08-08,925,2013,8,3
2013-08-09,926,2013,8,3
2013-08-10,927,2013,8,3
2013-08-11,928,2013,8,3
2013-08-12,929,2013,8,3
2013-08-13,930,2013,8,3
2013-08-14,931,2013,8,3
2013-08-15,932,2013,8,3
2013-08-16,933,2013,8,3
2013-08-17,934,2013,8,3
2013-08-18,935,2013,8,3
2013-08-19,936,2013,8,3
2013-08-20,937,2013,8,3
2013-08-21,938,2013,8,3
2013-08-22,939,2013,8,3
2013-08-23,940,2013,8,3
2013-08-24,941,2013,8,3
2013-08-25,942,2013,8,3
2013-08-26,943,2013,8,3
2013-08-27,944,2013,8,3
2013-08-28,945,2013,8,3
2013-08-29,946,2013,8,3
2013-08-30,947,2013,8,3
2013-08-31,948,2013,8,3
2013-09-01,949,2013,9,3
2013-09-02,950,2013,9,3
2013-09-03,951,2013,9,3
2013-09-04,952,2013,9,3
2013-09-05,953,2013,9,3
2013-09-06,954,2013,9,3
2013-09-07,955,2013,9,3
2013-09-08,956,2013,9,3
2013-09-09,957,2013,9,3
2013-09-10,958,2013,9,3
2013-09-11,959,2013,9,3
2013-09-12,960,2013,9,3
2013-09-13,961,2013,9,3
2013-09-14,962,2013,9,3
2013-09-15,963,2013,9,3
2013-09-16,964,2013,9,3
2013-09-17,965,2013,9,3
2013-09-18,966,2013,9,3
2013-09-19,967,2013,9,3
2013-09-20,968,2013,9,3
2013-09-21,969,2013,9,3
2013-09-22,970,2013,9,3
2013-09-23,971,2013,9,3
2013-09-24,972,2013,9,3
2013-09-25,973,2013,9,3
2013-09-26,974,2013,9,3
2013-09-27,975,2013,9,3
2013-09-28,976,2013,9,3
2013-09-29,977,2013,9,3
2013-09-30,978,2013,9,3
2013-10-01,979,2013,10,4
2013-10-02,980,2013,10,4
2013-10-03,981,2013,10,4
2013-10-04,982,2013,10,4
2013-10-05,983,2013,10,4
2013-10-06,984,2013,10,4
2013-10-07,985,2013,10,4
2013-10-08,986,2013,10,4
2013-10-09,987,2013,10,4
2013-10-10,988,2013,10,4
2013-10-11,989,2013,10,4
2013-10-12,990,2013,10,4
2013-10-13,991,2013,10,4
2013-10-14,992,2013,10,4
2013-10-15,993,2013,10,4
2013-10-16,994,2013,10,4
2013-10-17,995,2013,10,4
2013-10-18,996,2013,10,4
2013-10-19,997,2013,10,4
2013-10-20,998,2013,10,4
2013-10-21,999,2013,10,4
2013-10-22,1000,2013,10,4
2013-10-23,1001,2013,10,4
2013-10-24,1002,2013,10,4
2013-10-25,1003,2013,10,4
2013-10-26,1004,2013,10,4
2013-10-27,1005,2013,10,4
2013-10-28,1006,2013,10,4
2013-10-29,1007,2013,10,4
2013-10-30,1008,2013,10,4
2013-10-31,1009,2013,10,4
2013-11-01,1010,2013,11,4
2013-11-02,1011,2013,11,4
2013-11-04,1012,2013,11,4
2013-11-05,1013,2013,11,4
2013-11-06,1014,2013,11,4
2013-11-07,1015,2013,11,4
2013-11-08,1016,2013,11,4
2013-11-09,1017,2013,11,4
2013-11-10,1018,2013,11,4
2013-11-11,1019,2013,11,4
2013-11-12,1020,2013,11,4
2013-11-13,1021,2013,11,4
2013-11-14,1022,2013,11,4
2013-11-15,1023,2013,11,4
2013-11-16,1024,2013,11,4
2013-11-17,1025,2013,11,4
2013-11-18,1026,2013,11,4
2013-11-19,1027,2013,11,4
2013-11-20,1028,2013,11,4
2013-11-21,1029,2013,11,4
2013-11-22,1030,2013,11,4
2013-11-23,1031,2013,11,4
2013-11-24,1032,2013,11,4
2013-11-25,1033,2013,11,4
2013-11-26,1034,2013,11,4
2013-11-27,1035,2013,11,4
2013-11-28,1036,2013,11,4
2013-11-29,1037,2013,11,4
2013-11-30,1038,2013,11,4
2013-12-01,1039,2013,12,4
2013-12-02,1040,2013,12,4
2013-12-03,1041,2013,12,4
2013-12-04,1042,2013,12,4
2013-12-05,1043,2013,12,4
2013-12-06,1044,2013,12,4
2013-12-07,1045,2013,12,4
2013-12-08,1046,2013,12,4
2013-12-09,1047,2013,12,4
2013-12-10,1048,2013,12,4
2013-12-11,1049,2013,12,4
2013-12-12,1050,2013,12,4
2013-12-13,1051,2013,12,4
2013-12-14,1052,2013,12,4
2013-12-15,1053,2013,12,4
2013-12-16,1054,2013,12,4
2013-12-17,1055,2013,12,4
2013-12-18,1056,2013,12,4
2013-12-19,1057,2013,12,4
2013-12-20,1058,2013,12,4
2013-12-21,1059,2013,12,4
2013-12-22,1060,2013,12,4
2013-12-23,1061,2013,12,4
2013-12-24,1062,2013,12,4
2013-12-25,1063,2013,12,4
2013-12-26,1064,2013,12,4
2013-12-27,1065,2013,12,4
2013-12-28,1066,2013,12,4
2013-12-29,1067,2013,12,4
2013-12-30,1068,2013,12,4
2013-12-31,1069,2013,12,4
