Order ID,Customer ID,Product ID,date_id,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
MX-2013-131919,BP-11230,OFF-BI-10004861,1030,229.74,7,0.0,64.26,23.56,High
MX-2012-100503,LB-16735,TEC-CO-10001824,559,161.59616,2,0.002,30.43616,23.56,High
MX-2012-167122,ML-17395,FUR-CH-10002547,458,183.42,3,0.0,20.16,23.55,High
ES-2012-5681163,PL-18925,OFF-AR-10001216,481,117.12,4,0.0,5.76,23.55,High
CA-2013-130162,JH-15910,TEC-PH-10002563,1007,302.376,3,0.2,22.6782,23.55,High
SF-2011-9030,JG-5160,FUR-SAU-10001776,333,148.17,1,0.0,53.34,23.54,High
IT-2012-5288691,AG-10270,OFF-BI-10000289,580,57.75,5,0.0,13.8,23.53,Critical
ID-2012-29424,EM-13825,TEC-PH-10002904,507,201.447,3,0.1,26.847,23.53,Medium
IN-2012-82344,BB-10990,OFF-EN-10004453,412,98.64,2,0.0,13.8,23.53,High
ES-2011-2069466,DB-13615,FUR-FU-10002655,241,87.9,2,0.0,3.48,23.51,Critical
IN-2011-70850,DH-13675,TEC-AC-10000742,312,336.15,9,0.0,100.71,23.51,Medium
MX-2013-150532,DP-13165,FUR-FU-10002696,974,151.04,2,0.0,42.28,23.51,High
ES-2013-3845157,DJ-13420,OFF-EN-10003069,993,215.1,6,0.0,30.06,23.5,Low
ES-2012-1876642,SH-20395,OFF-ST-10000130,682,296.352,7,0.1,95.382,23.5,Medium
IN-2012-42479,VD-21670,TEC-PH-10003823,681,123.753,2,0.17,32.793,23.5,High
IZ-2013-1550,AC-420,OFF-CUI-10001965,856,553.2,2,0.0,60.84,23.5,Medium
IN-2013-20177,RW-19690,FUR-FU-10003012,829,100.56,4,0.0,35.16,23.49,High
ID-2011-42493,SV-20935,TEC-PH-10004618,147,350.649,3,0.1,31.149,23.49,Medium
IN-2013-30257,JR-16210,TEC-CO-10001787,916,518.67,3,0.0,124.47,23.49,Medium
CA-2013-6030,JS-6030,FUR-HAR-10000100,737,365.22,2,0.0,102.24,23.48,Medium
MX-2013-140382,SM-20005,FUR-CH-10001492,764,920.88,3,0.0,395.94,23.48,Medium
MX-2012-140109,JK-15325,OFF-SU-10000066,380,46.0,2,0.0,14.72,23.47,Critical
ES-2013-1446055,DM-13525,OFF-AP-10002872,774,231.525,7,0.1,79.695,23.47,High
IN-2012-55387,NZ-18565,TEC-CO-10003992,530,390.42,3,0.0,27.27,23.47,High
ID-2012-36977,RE-19450,TEC-CO-10002283,509,484.5114,2,0.07,151.0314,23.47,Medium
CA-2012-145184,JD-16150,TEC-PH-10002350,675,83.97,3,0.0,23.5116,23.46,Critical
CA-2012-109386,RH-19600,FUR-FU-10000308,656,186.54,3,0.0,41.0388,23.46,Medium
ES-2012-4802903,TR-21325,FUR-BO-10004834,690,154.224,1,0.1,5.124,23.45,Medium
IT-2013-5753206,MY-17380,OFF-ST-10000872,1015,247.212,2,0.1,-27.468,23.44,Medium
MX-2013-118955,AA-10645,TEC-AC-10000110,1058,115.5,3,0.0,32.34,23.43,High
ES-2013-1319533,MB-18085,TEC-PH-10002932,1021,246.66,2,0.0,69.06,23.43,High
IN-2012-73874,FC-14245,TEC-PH-10001433,542,243.09,3,0.0,99.63,23.43,Low
US-2011-117163,EJ-13720,FUR-TA-10003469,28,333.0,3,0.2,-16.65,23.43,Medium
CA-2012-132486,JF-15355,FUR-CH-10004495,640,240.784,1,0.2,27.0882,23.43,High
CA-2012-123141,GZ-14470,FUR-CH-10001891,662,230.352,3,0.2,20.1558,23.43,Medium
MX-2011-156349,SV-20365,TEC-PH-10004237,85,260.52,6,0.0,96.36,23.43,High
ES-2012-2376278,JE-15715,OFF-ST-10001025,654,325.44,6,0.0,123.66,23.42,Medium
ES-2011-5965144,GT-14755,TEC-MA-10002712,294,537.0,2,0.0,144.96,23.42,Medium
CA-2013-132997,LW-17215,TEC-PH-10000586,1016,263.96,4,0.0,71.2692,23.41,Medium
MX-2013-100573,GH-14410,FUR-FU-10004915,968,142.56,2,0.0,1.4,23.41,Critical
ES-2011-1591803,JF-15295,TEC-MA-10000687,211,248.778,6,0.15,70.218,23.4,Medium
ES-2012-5933879,AR-10510,TEC-CO-10003474,609,285.06,2,0.0,5.7,23.4,Medium
IT-2013-4602742,ML-17395,OFF-PA-10004200,860,83.34,3,0.0,20.79,23.4,Critical
IN-2012-52524,JG-15310,TEC-AC-10001352,672,166.05,3,0.0,18.18,23.4,High
IN-2011-83583,BW-11110,FUR-BO-10004681,137,244.08,2,0.0,68.34,23.4,Medium
CA-2013-101980,RP-19390,OFF-BI-10000666,937,146.688,6,0.2,55.008,23.4,Medium
CA-2012-113215,CP-12085,FUR-FU-10002937,590,238.152,3,0.2,89.307,23.39,Medium
ES-2013-5414306,KW-16570,OFF-AR-10001533,931,183.0,4,0.0,84.12,23.38,High
IT-2012-5588535,MW-18235,FUR-TA-10004544,664,241.704,6,0.85,-1144.116,23.38,High
ID-2012-85053,TS-21505,OFF-BI-10003452,669,122.616,4,0.4,-59.304,23.38,High
MX-2012-161732,GA-14515,FUR-BO-10001099,447,132.256,2,0.2,6.576,23.38,High
ES-2012-2511184,RW-19540,TEC-PH-10004223,404,356.4135,3,0.15,79.6635,23.37,Low
ES-2013-3311089,MC-18100,OFF-ST-10000580,1047,156.249,3,0.1,24.219,23.37,Medium
IT-2013-4864710,LF-17185,OFF-AR-10000399,968,131.625,5,0.5,-15.825,23.37,High
IN-2013-58999,FP-14320,FUR-CH-10001832,761,262.86,2,0.0,21.0,23.37,Low
CA-2013-5920,JM-5655,TEC-HEW-10003460,923,388.62,2,0.0,85.44,23.37,Medium
ES-2013-2396417,JS-15940,OFF-AP-10003912,926,174.906,2,0.1,52.446,23.36,High
IT-2012-5230168,PS-18970,OFF-ST-10002759,690,117.36,4,0.4,-72.48,23.35,High
US-2013-110170,HM-14860,FUR-BO-10000780,976,956.6648,7,0.32,-225.0976,23.35,Medium
IN-2013-73615,PV-18985,FUR-FU-10002250,1003,120.024,3,0.2,32.994,23.34,High
MX-2013-117471,AG-10330,OFF-EN-10004870,931,184.66,7,0.0,33.18,23.34,High
MX-2012-128636,EB-13705,FUR-BO-10001476,480,80.432,1,0.2,-2.028,23.32,Critical
MX-2011-104794,BW-11065,TEC-AC-10002799,91,207.54,3,0.0,64.32,23.32,High
ES-2013-1123163,SV-20815,OFF-PA-10001758,821,142.5,5,0.0,14.25,23.32,Low
CA-2012-157322,RH-19600,OFF-ST-10003208,528,435.504,3,0.2,48.9942,23.32,Medium
CA-2012-8910,NG-8355,OFF-SME-10000746,385,198.9,1,0.0,55.68,23.32,High
IN-2012-55387,NZ-18565,FUR-FU-10000339,530,329.94,3,0.0,13.14,23.31,High
LE-2013-6250,PT-9090,TEC-SAN-10000235,854,256.56,1,0.0,107.73,23.31,High
US-2012-149328,TS-21610,TEC-PH-10004328,556,469.92,5,0.2,-17.68,23.31,High
ID-2012-37047,AG-10675,FUR-CH-10001695,670,334.125,5,0.1,-33.525,23.3,Medium
CA-2013-133935,JW-15220,OFF-PA-10000100,967,368.91,9,0.0,180.7659,23.3,High
IN-2011-67616,NC-18625,OFF-ST-10001631,336,341.523,7,0.1,129.003,23.29,Medium
MX-2011-139136,MF-17665,FUR-BO-10002250,302,343.74,3,0.0,164.94,23.29,Medium
MX-2013-136980,TZ-21445,TEC-CO-10003007,1004,129.28092,1,0.002,55.44092,23.29,Low
IN-2011-60791,HA-14905,OFF-EN-10004495,268,114.45,5,0.0,12.45,23.28,Medium
CA-2011-111500,DJ-13510,TEC-AC-10000844,219,339.96,4,0.0,122.3856,23.28,Medium
ES-2012-5454545,MS-17770,FUR-BO-10004824,516,296.88,2,0.0,47.46,23.27,Medium
IT-2011-2506333,DM-13345,TEC-PH-10004297,226,393.21,5,0.4,-190.14,23.27,Medium
ES-2012-1390982,DB-13060,OFF-EN-10000556,692,98.64,2,0.0,9.84,23.27,High
ID-2012-34884,SC-20305,OFF-ST-10000752,558,368.226,3,0.1,126.756,23.27,Medium
CA-2013-133711,MC-17425,OFF-BI-10000666,1035,91.68,3,0.0,45.84,23.27,Medium
ES-2011-2075610,LM-17065,OFF-ST-10001648,220,196.776,4,0.1,-10.944,23.26,Medium
RS-2013-6410,AJ-780,TEC-SHA-10004083,818,337.2,2,0.0,151.74,23.26,Medium
ES-2013-1787717,TS-21340,OFF-AR-10004825,716,164.88,3,0.0,57.69,23.25,High
TU-2013-6990,CA-1965,FUR-HON-10001689,894,183.756,1,0.6,-275.634,23.25,Medium
IZ-2013-9470,JH-6180,OFF-FEL-10004224,809,225.84,4,0.0,56.4,23.25,Medium
CA-2011-106439,GG-14650,FUR-CH-10003833,291,146.352,3,0.2,-9.147,23.23,High
ES-2013-1135121,RB-19645,OFF-ST-10001460,873,176.256,4,0.1,44.976,23.22,High
CA-2013-127236,TB-21595,TEC-PH-10000141,796,158.376,4,0.4,-36.9544,23.22,High
US-2012-156496,WB-21850,OFF-AP-10001469,566,133.472,4,0.2,15.0156,23.22,Low
ES-2011-1846006,DW-13480,TEC-AC-10000929,243,81.42,2,0.0,39.06,23.21,High
ES-2013-2671748,KN-16390,OFF-SU-10003907,795,180.0,6,0.0,34.2,23.21,Medium
IN-2011-62450,AY-10555,OFF-ST-10000007,157,274.68,2,0.0,137.34,23.21,High
CA-2013-119823,KD-16270,OFF-PA-10000482,861,75.88,2,0.0,35.6636,23.21,High
US-2013-106327,IL-15100,OFF-ST-10002561,967,281.34,5,0.4,-168.86,23.21,Medium
MX-2013-112606,BM-11650,FUR-CH-10003195,936,348.32,5,0.2,-56.68,23.2,Medium
ES-2011-3134727,MH-17440,TEC-MA-10002864,336,228.15,5,0.1,-20.4,23.19,Low
IT-2013-5930911,MV-17485,OFF-ST-10001222,785,43.605,1,0.1,-4.845,23.19,Critical
ES-2013-3033501,BD-11635,FUR-CH-10002090,993,299.052,2,0.1,9.912,23.19,Medium
ES-2012-5053352,SG-20470,OFF-BI-10000542,360,88.47,3,0.0,18.54,23.18,Critical
IN-2013-59006,SC-20845,OFF-AP-10001621,840,203.22,3,0.0,46.71,23.18,Medium
ES-2013-4099178,DL-13495,OFF-AR-10000399,824,157.95,3,0.0,69.48,23.17,Critical
NG-2013-6850,TS-11430,TEC-BEL-10004386,1016,231.84,4,0.0,71.76,23.17,Medium
TU-2013-8550,JJ-5445,FUR-DAN-10002017,1041,328.608,2,0.6,-139.692,23.17,Medium
ES-2013-5002794,GH-14665,OFF-ST-10001222,833,261.63,6,0.1,-29.07,23.16,Medium
CA-2013-169957,SN-20710,OFF-AP-10000576,975,236.88,6,0.0,66.3264,23.16,Medium
SF-2011-740,CM-2715,TEC-LOG-10003896,126,245.13,1,0.0,44.1,23.15,Medium
IR-2013-6870,EL-3735,FUR-SAU-10001776,1000,296.34,2,0.0,106.68,23.15,Medium
UP-2012-6350,AJ-945,OFF-ELD-10001694,592,511.68,4,0.0,92.04,23.15,Medium
CA-2012-126725,BS-11665,OFF-ST-10001418,665,304.9,5,0.0,6.098,23.14,High
PL-2013-8010,EK-3795,TEC-BRO-10001568,940,378.45,1,0.0,34.05,23.14,Medium
KE-2012-5840,CC-2145,TEC-BRO-10004328,544,319.98,1,0.0,143.97,23.14,Medium
MX-2011-115686,FM-14290,FUR-FU-10002387,295,130.08,4,0.0,57.2,23.14,High
ES-2012-2740636,RF-19840,TEC-PH-10001148,585,1640.16,12,0.0,557.64,23.13,Medium
US-2011-119081,TA-21385,OFF-BI-10004519,243,331.96,2,0.0,149.382,23.13,Medium
MX-2013-117415,FH-14365,FUR-CH-10004194,1059,320.448,6,0.2,108.048,23.12,Medium
ES-2012-1030632,MV-17485,TEC-AC-10004221,608,314.64,3,0.0,128.97,23.12,Medium
ES-2013-4051705,KD-16615,TEC-AC-10000097,840,142.68,2,0.0,19.92,23.12,High
IN-2012-56682,KH-16330,OFF-ST-10003020,501,184.167,1,0.1,30.687,23.12,High
US-2013-125969,LS-16975,FUR-FU-10003773,1015,238.56,3,0.0,26.2416,23.12,Medium
MX-2012-116764,JK-15730,FUR-CH-10003109,698,229.056,3,0.2,8.556,23.12,High
ES-2013-3479105,LH-16750,OFF-PA-10000908,992,237.33,9,0.0,47.25,23.11,High
IN-2012-66398,SG-20080,OFF-BI-10000328,414,136.485,3,0.1,37.845,23.11,High
IZ-2012-8870,KB-6585,TEC-OKI-10003433,667,175.83,1,0.0,8.79,23.11,High
TU-2011-8670,DM-3345,TEC-CIS-10003017,268,485.856,8,0.6,-425.184,23.11,Medium
MX-2013-124254,HM-14860,TEC-PH-10001917,1041,262.14,3,0.0,5.22,23.11,Medium
ES-2013-3062379,PK-19075,FUR-FU-10004516,867,231.084,3,0.3,46.134,23.1,High
ES-2012-5913584,KC-16675,OFF-SU-10004087,614,197.37,9,0.0,43.2,23.1,High
ID-2012-40176,HM-14860,FUR-BO-10002736,618,286.299,3,0.35,-83.691,23.1,Medium
CA-2012-121608,JB-15400,OFF-AP-10002311,590,137.62,2,0.0,60.5528,23.1,High
MX-2013-122812,BS-11665,OFF-ST-10002538,892,284.16,3,0.0,113.64,23.1,Medium
MX-2013-138219,MH-17620,OFF-ST-10002164,979,424.2,3,0.0,135.72,23.1,Medium
MX-2012-130652,AP-10720,FUR-BO-10003297,552,283.8,3,0.0,14.16,23.09,High
ES-2013-4375143,DM-12955,OFF-ST-10004996,821,130.104,3,0.2,1.584,23.09,High
IN-2012-44509,JW-15955,FUR-BO-10001753,622,121.05,2,0.5,-14.55,23.09,High
MO-2012-1020,SC-10230,OFF-SAN-10004824,519,104.4,4,0.0,27.12,23.09,High
ES-2013-3296199,CS-12175,FUR-CH-10000667,945,215.64,4,0.0,47.4,23.08,High
ES-2012-2677676,DB-13615,OFF-SU-10004299,498,213.75,5,0.0,46.95,23.08,High
MX-2013-134663,EM-13960,FUR-BO-10003438,1044,65.824,1,0.2,0.804,23.07,Critical
MX-2013-169593,JP-15520,FUR-FU-10004288,992,310.16,4,0.0,18.56,23.07,Medium
IN-2013-50536,JH-15820,FUR-CH-10000110,725,180.6,5,0.2,51.9,23.07,High
CA-2013-111143,TT-21265,OFF-AP-10001947,1028,54.96,3,0.0,15.9384,23.07,Critical
ES-2012-1671236,BS-11755,OFF-ST-10003322,477,170.964,4,0.1,-3.876,23.06,High
ES-2013-5090419,NP-18670,FUR-BO-10004914,789,387.099,3,0.1,51.579,23.06,Medium
BU-2013-4720,LF-7185,OFF-STO-10002708,1055,105.12,8,0.0,26.16,23.06,Medium
MX-2012-149139,MO-17800,OFF-EN-10003175,544,54.18,3,0.0,8.1,23.06,Critical
ID-2011-43858,BD-11770,FUR-CH-10002224,305,193.9902,2,0.27,-61.1298,23.05,Medium
TU-2012-4280,LA-6780,TEC-BEL-10003177,563,196.056,6,0.6,-264.744,23.05,Medium
ID-2013-72362,CS-11845,TEC-AC-10002601,860,271.731,2,0.47,-61.569,23.04,Medium
IN-2011-34478,BF-10975,FUR-FU-10000889,211,150.48,3,0.0,51.12,23.03,Medium
TU-2012-950,PT-9090,OFF-KRA-10000117,553,96.12,6,0.6,-132.3,23.03,Critical
IT-2012-2308326,SJ-20500,TEC-CO-10000082,615,1136.331,7,0.15,-53.529,23.02,Medium
ID-2013-28605,JF-15295,OFF-BI-10001645,821,362.46,7,0.0,36.12,23.02,Medium
ES-2012-2938951,DM-13345,FUR-CH-10002543,468,351.84,8,0.5,-49.44,23.01,Medium
IN-2012-34310,JK-16120,FUR-BO-10002204,584,991.92,8,0.0,456.24,23.01,High
ZI-2012-4330,DN-3690,TEC-HP -10004451,500,154.44,4,0.7,-257.4,23.01,High
ES-2011-4342226,CL-12565,OFF-BI-10002799,40,80.22,7,0.0,20.79,23.0,Critical
ES-2011-3136087,MF-17665,OFF-ST-10002706,336,736.452,6,0.1,89.892,23.0,Medium
IN-2013-62093,BG-11035,FUR-FU-10004704,803,158.22,4,0.1,26.34,22.99,High
IN-2011-74616,EH-13990,OFF-FA-10000581,138,81.9,6,0.0,27.0,22.99,Critical
IN-2012-85627,EC-14050,FUR-BO-10000616,514,444.312,6,0.4,-89.028,22.98,Medium
MX-2013-157672,HA-14920,OFF-BI-10000029,1049,138.08,4,0.0,45.52,22.98,High
ES-2012-4718408,SS-20590,OFF-ST-10003018,559,321.0,5,0.5,-141.3,22.97,Medium
CA-2011-165309,KD-16270,TEC-PH-10004959,302,241.176,3,0.2,15.0735,22.97,Medium
PL-2013-9400,FM-4380,FUR-SAU-10001776,787,148.17,1,0.0,53.34,22.97,Low
US-2012-159086,PC-18745,FUR-BO-10003291,480,145.836,3,0.4,-24.324,22.96,High
ES-2012-2084881,ST-20530,OFF-ST-10002042,432,134.4,5,0.0,30.9,22.96,High
ES-2013-1812049,JG-15805,TEC-AC-10001486,769,130.32,3,0.0,12.96,22.96,Medium
IR-2012-4630,VT-11700,FUR-SAF-10003540,360,196.2,1,0.0,58.86,22.96,High
AG-2012-4630,CP-2340,TEC-CIS-10001877,493,321.84,4,0.0,41.76,22.95,Medium
MX-2011-154998,BD-11320,FUR-BO-10003034,240,296.34,3,0.0,41.46,22.95,Medium
MX-2013-166611,MC-17845,FUR-BO-10003043,993,287.94,3,0.0,46.02,22.95,Medium
ES-2012-4400520,JK-15205,OFF-AR-10002447,587,333.27,7,0.0,63.21,22.94,Medium
SF-2012-6660,DH-3075,TEC-MOT-10001342,408,286.44,2,0.0,14.28,22.94,Medium
US-2011-126116,CS-12460,OFF-BI-10001533,326,157.824,6,0.2,-25.656,22.93,High
MX-2012-150560,ON-18715,TEC-CO-10000956,608,477.12384,3,0.002,147.24384,22.93,Medium
CA-2011-103058,AG-10270,TEC-AC-10001314,195,99.98,2,0.0,7.9984,22.93,Critical
US-2013-147753,TB-21250,TEC-AC-10002015,1002,199.056,2,0.4,-3.344,22.92,High
US-2013-165351,DC-13285,OFF-AP-10003363,958,156.672,4,0.4,-36.608,22.92,Medium
CA-2011-141726,CC-12145,OFF-PA-10000418,192,104.85,1,0.0,50.328,22.92,Medium
ES-2013-5364560,AS-10090,OFF-AR-10001461,971,284.4,5,0.0,2.7,22.91,Medium
CA-2012-154620,LT-17110,FUR-CH-10004675,690,348.928,2,0.2,34.8928,22.91,Medium
AO-2011-7110,AA-480,OFF-SME-10004370,165,254.94,2,0.0,2.52,22.91,Medium
IR-2013-2040,BO-1425,TEC-LOG-10003896,896,490.26,2,0.0,88.2,22.91,High
MX-2011-155257,JH-16180,OFF-EN-10004186,185,235.48,7,0.0,103.6,22.9,High
ES-2011-2258386,BM-11140,OFF-BI-10001621,301,199.08,4,0.0,55.68,22.9,High
CA-2011-157546,RD-19720,OFF-BI-10002498,192,89.712,6,0.2,30.2778,22.9,High
SG-2013-8590,JG-5115,OFF-ENE-10004132,834,195.66,6,0.0,50.76,22.9,Medium
MX-2013-166926,MM-17260,TEC-CO-10002759,713,323.79112,2,0.002,5.83112,22.9,Medium
IT-2013-4864710,LF-17185,TEC-PH-10004915,968,252.0,4,0.5,-35.28,22.89,High
CA-2012-156482,IL-15100,FUR-BO-10002598,386,283.92,4,0.0,82.3368,22.89,Low
IT-2011-3760449,DL-13330,FUR-CH-10002335,206,195.408,3,0.2,65.898,22.88,Critical
IN-2012-26652,HJ-14875,OFF-ST-10003547,581,176.148,4,0.1,66.468,22.88,High
IN-2011-12526,RR-19315,FUR-FU-10001770,166,132.111,3,0.1,58.671,22.87,High
ES-2011-5039850,HE-14800,OFF-FA-10000670,157,200.88,12,0.0,25.92,22.86,High
IN-2011-72614,PJ-18835,OFF-AR-10001952,164,161.91,3,0.0,43.65,22.86,Medium
IN-2012-50207,GH-14425,OFF-BI-10004869,559,177.849,7,0.1,74.949,22.85,High
IN-2013-38671,BT-11680,OFF-PA-10004943,881,138.6,7,0.0,59.43,22.85,High
MX-2011-134873,HZ-14950,FUR-CH-10000171,246,282.24,6,0.2,70.56,22.85,Medium
ID-2011-39721,PB-19210,TEC-MA-10004533,126,609.4026,6,0.17,65.9826,22.84,Medium
ES-2012-2650623,KD-16495,TEC-CO-10002466,487,359.7795,3,0.15,29.5695,22.83,High
IN-2012-40596,RM-19375,OFF-PA-10001818,364,271.44,8,0.0,62.4,22.83,High
ES-2013-4405513,JD-16060,TEC-PH-10002079,767,135.558,2,0.15,28.698,22.82,Low
IN-2011-36179,AG-10270,OFF-ST-10003334,254,190.2,4,0.0,34.2,22.82,Medium
IN-2011-30894,AM-10705,OFF-BI-10002708,232,60.6315,5,0.17,4.3815,22.82,Critical
EG-2012-520,AH-210,OFF-CAR-10002942,559,408.24,14,0.0,118.02,22.8,Medium
IN-2012-10720,KT-16480,TEC-MA-10002340,709,241.32,2,0.0,82.02,22.79,Medium
IN-2013-53882,SW-20275,OFF-PA-10003805,967,118.272,7,0.45,-43.008,22.79,High
IN-2012-49731,HR-14770,TEC-PH-10002152,427,342.495,5,0.1,79.845,22.79,Medium
IN-2013-79530,AA-10645,OFF-ST-10003141,845,289.35,5,0.0,54.9,22.79,High
IN-2011-31020,TB-21520,OFF-SU-10003221,168,166.32,4,0.1,-7.44,22.78,Medium
IV-2013-9990,CL-2700,OFF-FEL-10001261,1065,137.31,1,0.0,54.9,22.78,High
IZ-2013-9470,JH-6180,FUR-DAN-10001557,809,170.7,1,0.0,58.02,22.78,Medium
IN-2012-28486,DL-13495,OFF-ST-10001567,495,809.109,7,0.1,287.679,22.77,Medium
MX-2011-125815,EH-14005,OFF-AP-10004569,312,229.3,5,0.0,45.8,22.76,High
CA-2011-152443,FG-14260,OFF-AP-10001293,135,245.88,6,0.0,68.8464,22.76,Medium
MX-2013-139948,DB-13615,TEC-MA-10002571,781,172.62,3,0.0,0.0,22.75,High
MX-2012-147613,EM-13810,OFF-AR-10002605,622,311.6,10,0.0,102.8,22.75,Low
US-2012-113264,CC-12430,OFF-AP-10003945,646,92.952,3,0.4,-1.608,22.75,Critical
CA-2012-117415,SN-20710,FUR-CH-10004218,705,212.058,3,0.3,-15.147,22.75,Medium
IT-2012-2052939,RM-19675,TEC-CO-10000556,651,612.357,2,0.15,-64.863,22.74,Medium
MX-2013-129574,DP-13105,OFF-ST-10003750,959,250.74,7,0.0,27.58,22.74,Medium
IT-2011-4599620,PB-19105,OFF-ST-10001974,125,212.4,3,0.5,-140.22,22.73,High
ES-2012-2217716,JK-15325,OFF-BI-10004446,641,255.45,5,0.0,73.95,22.73,Medium
ID-2011-30922,AG-10330,OFF-ST-10002650,319,454.08,4,0.45,-107.4,22.73,Medium
IN-2011-69443,MF-18250,FUR-BO-10001860,239,649.593,7,0.37,-10.437,22.72,Medium
IN-2013-50130,SH-20635,OFF-AR-10001965,924,106.8,4,0.0,23.4,22.72,High
RO-2012-5750,SF-10065,OFF-HOO-10004188,661,190.62,2,0.0,66.66,22.72,High
MX-2011-106390,PO-18865,TEC-PH-10004404,288,195.44,4,0.0,68.4,22.72,High
EG-2011-8320,HG-4845,OFF-STA-10004108,204,99.48,2,0.0,23.82,22.71,High
MX-2012-153500,DS-13180,TEC-AC-10003970,642,221.4,6,0.0,92.88,22.7,Medium
ES-2012-3239309,JM-15865,TEC-PH-10001382,432,340.65,5,0.0,170.25,22.7,Medium
CG-2013-2940,RA-9285,FUR-DEF-10001359,1064,217.32,2,0.0,4.32,22.7,Medium
IN-2012-59874,BG-11695,OFF-ST-10000892,507,213.12,4,0.0,95.88,22.69,Medium
IN-2011-74945,DP-13000,FUR-BO-10000610,78,394.065,5,0.37,75.015,22.69,Medium
US-2011-112914,MT-18070,FUR-BO-10003272,256,300.5328,2,0.32,-97.2312,22.69,Medium
BU-2012-4360,JC-5340,OFF-ROG-10002818,668,62.16,1,0.0,24.84,22.69,High
MX-2013-141901,CC-12550,TEC-AC-10000097,1026,225.12,8,0.0,40.48,22.68,Medium
IT-2012-1609351,PS-18970,OFF-PA-10003455,604,224.85,5,0.0,67.35,22.68,Medium
ID-2013-78795,BF-10975,FUR-BO-10003913,908,270.594,2,0.1,-0.006,22.68,Low
IN-2012-22914,RD-19810,OFF-PA-10004115,507,335.61,11,0.1,59.4,22.68,Medium
ES-2013-5699059,MG-18205,FUR-FU-10001086,933,233.352,3,0.3,-33.408,22.67,High
ES-2013-4662682,DB-13615,OFF-ST-10003111,858,76.8,2,0.2,12.48,22.67,Critical
IN-2013-82617,CM-12385,OFF-SU-10003428,1058,69.3,2,0.0,16.62,22.67,Critical
ES-2013-3851418,LD-16855,FUR-BO-10002812,962,336.06,2,0.0,77.28,22.66,Medium
IN-2012-70157,ML-18040,FUR-FU-10001246,505,216.3,2,0.0,45.42,22.66,High
IN-2013-64956,RB-19435,OFF-PA-10003332,909,314.16,7,0.0,94.08,22.66,Medium
CA-2013-111493,CM-12160,TEC-AC-10004510,1000,98.16,6,0.0,9.816,22.66,High
MX-2012-106446,PS-18760,OFF-ST-10003760,625,95.94,3,0.0,34.5,22.65,Critical
ES-2013-5144015,RS-19765,OFF-BI-10002570,1027,197.82,7,0.0,41.37,22.65,Low
IN-2013-59958,DL-12865,OFF-BI-10000328,782,202.2,4,0.0,70.68,22.65,Low
IN-2013-38902,AB-10060,TEC-PH-10000358,958,146.4,2,0.0,10.2,22.65,High
CA-2013-126004,BM-11140,TEC-AC-10001432,1043,78.15,1,0.0,34.386,22.65,High
US-2013-160864,JJ-15760,FUR-TA-10000486,987,207.648,2,0.7,-152.312,22.65,Medium
ES-2011-1770042,CH-12070,OFF-BI-10002894,246,251.7,5,0.0,15.0,22.64,Medium
MX-2012-146591,KB-16240,FUR-CH-10003392,703,164.46,3,0.0,0.0,22.64,High
ES-2011-4077297,FO-14305,TEC-CO-10002817,152,336.48,2,0.0,114.36,22.63,Medium
IN-2013-51712,CC-12610,OFF-EN-10003231,981,157.95,9,0.1,15.66,22.63,High
MO-2013-6290,PJ-9015,OFF-SAN-10001634,920,101.58,2,0.0,13.2,22.63,High
PL-2013-9290,NM-8445,FUR-DAN-10003011,920,486.12,4,0.0,228.36,22.63,Medium
IN-2012-51614,MH-18115,TEC-MA-10002941,512,259.47,2,0.25,34.59,22.62,High
CA-2013-115574,BP-11185,FUR-BO-10003441,1062,141.372,2,0.3,-14.1372,22.62,High
KE-2013-3950,SB-10185,FUR-TEN-10000986,1048,220.08,2,0.0,17.58,22.62,Medium
ES-2013-2616819,VP-21760,FUR-FU-10004527,925,333.54,3,0.0,156.69,22.6,Medium
ES-2012-4021910,JP-15460,OFF-AR-10001777,479,396.0,8,0.0,130.56,22.6,Medium
IN-2011-74070,CA-12265,FUR-FU-10003939,167,151.548,4,0.27,18.588,22.6,Medium
IN-2013-28199,LC-17140,OFF-BI-10002881,959,146.88,3,0.0,2.88,22.6,Low
ID-2013-54036,CL-11890,TEC-CO-10000452,948,1584.0783,7,0.07,-102.2217,22.59,Medium
CA-2013-104276,HF-14995,FUR-TA-10001039,1036,331.023,7,0.45,-114.3534,22.59,Medium
ID-2013-38776,DR-12880,TEC-PH-10003813,936,273.36,4,0.5,-246.12,22.58,Medium
CA-2012-159786,RK-19300,FUR-TA-10001307,629,209.67,1,0.4,-13.978,22.58,Medium
CA-2011-134103,MV-18190,OFF-ST-10000991,31,229.94,2,0.0,6.8982,22.58,High
CA-2012-104038,LO-17170,OFF-ST-10002554,386,146.73,3,0.0,2.9346,22.58,Medium
SF-2011-3510,AS-630,OFF-HAM-10001621,348,499.56,1,0.0,89.91,22.57,Medium
MX-2012-102848,CR-12820,FUR-CH-10002882,613,170.96,4,0.0,70.08,22.56,Medium
ES-2012-1706068,MO-17500,OFF-AR-10003629,658,170.46,3,0.0,25.56,22.56,High
CA-2013-142335,MP-17965,OFF-ST-10000036,1054,296.37,3,0.0,80.0199,22.56,Medium
CA-2012-124107,BM-11650,OFF-EN-10003286,626,57.96,7,0.0,27.2412,22.56,Critical
